batch_id,batch_duration,avg_temp1,avg_temp2,avg_ph1,avg_ph2
AP400E0101,0 days 21:28:00,1.3126120924432618,1.3957796977296661,6.486124239517093,6.493682194283945
AP400E0102,0 days 20:40:00,2.1606722793659685,2.1607224585091123,6.494791873851121,6.514617503326518
BP400E0101,0 days 20:38:00,2.1858392175904546,2.271040549946743,6.505989903146233,6.489121473401005
BP400E0102,0 days 22:12:00,0.6238572037318301,0.7107530662928363,6.495675261157288,6.5051399216571
CP400E0101,0 days 21:45:00,1.034452533655069,1.1220611818916542,6.486117919618944,6.501775668633513
CP400E0102,0 days 21:42:00,1.0870432761768918,1.1940500739294677,6.490713900759963,6.507640221167301
